Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2016-05-27,DEPFA Bank PLC.1,Irish Bank Resolution Corp Ltd/Old,Banca Popolare di Bergamo SpA,Gates Worldwide Ltd,Autonomy Corp Ltd,TUI Travel Ltd,Tele Atlas Survey BV,Fiat SpA,Cie Nationale a Portefeuille/Old,Centros Comerciales Carrefour SA,Klakki EHF,First Active PLC,Vodafone Portugal-Comunicacoes Pessoais,Italgas Hellas SpA,Invik & Co AB,Merck Serono SA,Neuf Cegetel SA,Afren PLC,Rio Tinto France SAS,Perrigo Corp DAC,Stork BV/Old,Kelda Group Ltd,Nobel Biocare Holding AG.1,DCC PLC,Solvay France SA.1,Autoroutes du Sud de la France SA,Vedior NV,GSW Immobilien AG,Zimmer Schweiz Holdings GmbH,Arriva PLC,Rautaruukki OYJ,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Orion OYJ/Old,Brisa Auto-Estradas de Portugal SA,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,Grupo Dragados SA,Iberia Lineas Aereas de Espana SA Operad,SSL International PLC,Euronext NV,Skandia Forsakrings AB,SRH NV,Generali Deutschland Holding AG,Friends Life Group Ltd,Granada Ltd,Alleanza Toro SpA,Technicolor SA,Prosafe Production Public Ltd,Eurasian Natural Resources Corp Ltd,Iberdrola Renovables SA,Aurea Concesiones de Infraestructuras SA,Fineco SpA,Woolworths Group PLC,Buderus AG,
2016-06-07,Pirelli SpA,Telent Ltd,Xstrata Ltd,IVG Immobilien GmbH,CSR Ltd/United Kingdom,Unipol Gruppo Finanziario SpA.1,Banco Pastor SA,T-Online International AG,Celltech Group Ltd,Hibu plc,Edison SpA,Afren PLC,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Grupo Ferrovial SA,Debenhams PLC/Old,Cia Espanola de Petroleos SAU,Banco de Valencia SA,RHM Ltd,Alleanza Toro SpA,Grafton Group PLC,BIP Industries Ltd,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Terra Networks SA,Finastra Group Holdings Ltd,Unibail-Rodamco SE,Rautaruukki OYJ,Burren Energy PLC,ISS World Services A/S,CEMEX Investments Ltd,Boehler-Uddeholm AG,Granada Ltd,Fadesa Inmobiliaria SA,Technicolor SA,Colt Group SA,Charter International Ltd,Tullett Prebon Group Holdings PLC,Carphone Warehouse Group PLC\Old,OP Corporate Bank plc,Biffa PLC,Wanadoo SA,Wella AG,Invesco Ltd,Alstom SA,Banca Popolare di Lodi SpA,WH Smith PLC/Old,George Wimpey Ltd,Corus Group Ltd,Kaupthing ehf,Group 4 Falck A/S,UniCredit Bank AG,Glitnir HoldCo ehf,IFIL - Investments SpA,Wilson Bowden Ltd,Northern Foods Ltd,Ciba Holding AG,Banca Italease SpA,Allianz SpA,
2016-06-16,Banca Antonveneta SpA/Old,Group 4 Falck A/S,Petroplus Holdings AG,Coca Cola Hellenic Bottling Co SA,Prosafe Production Public Ltd,Fideuram - Intesa Sanpaolo Private Banki,Granada Ltd,AWG Parent Co Ltd,Alleanza Toro SpA,Technicolor SA,TUI AG.1,Afren PLC,Imperial Energy Corp PLC,Wellstream Holdings Ltd,Dentsu Aegis Network Ltd,Chilcott UK Ltd,Unibail-Rodamco SE,Eurasian Natural Resources Corp Ltd,iSOFT Group UK Ltd,Exel Ltd,Alstom SA,Almanij NV,Ascential Group Ltd,Banca Popolare di Lodi SpA,WH Smith PLC/Old,Bradford & Bingley PLC,Friends Life FPG Ltd,Chubb PLC,Nasdaq AB,Inmobiliaria Colonial SA/Old,Altana AG,bwin Interactive Entertainment AG,Corus Group Ltd,Iberdrola Renovables SA,Rodamco Europe NV/Netherlands,Hanson Ltd,George Wimpey Ltd,Gambro AB,DEPFA Bank PLC,Royal P&O Nedlloyd NV,Orange Holding SA,Pilkington Group Ltd,Ciba Holding AG,Kidde PLC,Hypo Real Estate Holding GmbH,Parmalat Finanziaria SpA,Deutsche Boerse AG.1,UniCredit Bank Austria AG,Stork BV/Old,Pirelli SpA,Metrovacesa SA/Old,Banco Espirito Santo SA,Kone OYJ/Old,Dana Petroleum Ltd,Nutreco NV,Business Objects SA,Nobel Biocare Holding AG.1,Wella AG,Maxeda BV,Fastweb SpA,
2016-06-27,Klakki EHF,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Prisa Television SAU,Brisa Auto-Estradas de Portugal SA,Getronics BV,Amadeus IT Group SA/Spain,Algeta ASA,Grupo Dragados SA,Altice SA,Irish Bank Resolution Corp Ltd/Old,Fiat Industrial SpA,Banca Popolare di Bergamo SpA,Brit Insurance Holdings BV,Gates Worldwide Ltd,Essar Energy Ltd,Fiat SpA,Tullett Prebon Group Holdings PLC,Fresenius SE & Co KGaA.1,Orange Participations UK Ltd,Rexel SA/Old,Zimmer Schweiz Holdings GmbH,Gjensidige NOR ASA,BPB Ltd,Peninsular & Oriental Steam Navigation C,Evonik Degussa GmbH,La Fondiaria Assicurazioni SpA,Logica Ltd,Banca Nazionale del Lavoro SpA,Banco Espirito Santo SA,Selfridges & Co Ltd,Danone Baby and Medical Nutrition BV,Omega Pharma NV,Koninklijke Volker Wessels Stevin NV,Instrumentarium OYJ,SCOR Holding Switzerland AG,Allianz France SA,Benetton Group SpA,Equant NV,Autoroutes du Sud de la France SA,Epcos AG,Des Galeries Lafayette SA,Luminar Group Holdings PLC,Banco de Valencia SA,DuPont Nutrition Biosciences ApS,Italgas Hellas SpA,Merck Serono SA,Altana AG,Corporate Express NV,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Unibail-Rodamco SE,Laser Holdings Ltd,iSOFT Group UK Ltd,Industriforvaltnings AB Kinnevik,
2016-07-06,Bulgari SpA,Exel Ltd,Safran UK Ltd,Carlton Communications Ltd,Unibail-Rodamco SE,Aggregate Industries Holdings Ltd,Edison SpA,Cattles Ltd,Cie Nationale a Portefeuille/Old,Northern Foods Ltd,Granada Ltd,Tele Atlas Survey BV,Alleanza Toro SpA,Technicolor SA,Wanadoo SA,Iberdrola Renovables SA,Hanson Ltd,Rodamco Europe NV/Netherlands,Telecom Italia Media SpA,TNU SA,Debenhams PLC/Old,Eurasian Natural Resources Corp Ltd,Neuf Cegetel SA,Banca Lombarda e Piemontese SpA,Safeway Ltd,Ainax AB,Hibu plc,Wella AG,Almanij NV,Altice SA,Bradford & Bingley PLC,Friends Life FPG Ltd,Nobel Biocare Holding AG,eircom Group Ltd,Klakki EHF,Altana AG,Ascential Group Ltd,Alstom SA,Banca Popolare di Lodi SpA,WH Smith PLC/Old,Dixons Retail Group Ltd,Deutsche Boerse AG.1,Kering Holland NV,Tullett Prebon Group Holdings PLC,Sportingbet Ltd,Orange Holding SA,Alapis Holding Industrial & Commercial S,Landmark Mortgages Ltd,Ciba Holding AG,Chilcott UK Ltd,Chubb PLC,Gambro AB,BPB Ltd,Brit Insurance Holdings BV,Sky Deutschland AG,Invesco Ltd,Dentsu Aegis Network Ltd,Invensys Ltd,AWG Parent Co Ltd,EDF Energy Nuclear Generation Group Ltd,
2016-07-15,Dixons Retail Group Ltd,Aurea Concesiones de Infraestructuras SA,Fineco SpA,Almanij NV,Ascential Group Ltd,Woolworths Group PLC,Bradford & Bingley PLC,Friends Life FPG Ltd,Buderus AG,Scania AB,SIG Combibloc Group AG,Altana AG,Tandberg AS,British Land Fund Management Ltd,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Safeway Ltd,Banca Lombarda e Piemontese SpA,Generali Deutschland Holding AG,Iaws Group Ltd,Duelguide Holdings Ltd,DCC PLC,Rio Tinto France SAS,Iberia Lineas Aereas de Espana SA Operad,Kelda Group Ltd,Centros Comerciales Carrefour SA,Euronext NV,First Active PLC,Brixton Ltd,Skandia Forsakrings AB,Perrigo Corp DAC,SSL International PLC,Celanese GmbH,Fresenius SE & Co KGaA,Rexel Holding Netherlands BV,Van der Moolen Holding NV,Union Fenosa SA,Invensys Ltd,Vodafone Portugal-Comunicacoes Pessoais,Vita Group UnLtd,Novar Ltd,Bulgari SpA,Getronics BV,Amadeus IT Group SA/Spain,Brit Insurance Holdings BV,Tullett Prebon Group Holdings PLC,Banco de Valencia SA,Allianz SpA,Imperial Chemical Industries Ltd,Edison SpA,Hibu plc,Telent Ltd,Landmark Mortgages Ltd,Terra Networks SA,Grafton Group PLC,Kering Holland NV,Colt Group SA,Cosmote Mobile Telecommunications SA,
2016-07-26,Technicolor SA,Industriforvaltnings AB Kinnevik,CEMEX Investments Ltd,Almanij NV,Ascential Group Ltd,Corporate Express NV,Laser Holdings Ltd,Bradford & Bingley PLC,Friends Life FPG Ltd,Cia Espanola de Petroleos SAU,iSOFT Group UK Ltd,Altana AG,Nasdaq AB,SCOR SE,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Safeway Ltd,Bostads AB Drott,Banca Lombarda e Piemontese SpA,ISS World Services A/S,Edison SpA,Kelda Group Ltd,Pirelli & C SpA,Euronext NV,Hibu plc,Skandia Forsakrings AB,Telent Ltd,Grafton Group PLC,Colt Group SA,Cosmote Mobile Telecommunications SA,Somerfield Ltd,Northumbrian Water Group Ltd,Hypo Real Estate Holding GmbH,UniCredit Bank Austria AG,Union Fenosa SA,Invensys Ltd,Fastweb SpA,Orion OYJ/Old,DEPFA Bank PLC.1,Unibail-Rodamco SE,Ainax AB,Rautaruukki OYJ,Allianz SpA,Imperial Chemical Industries Ltd,Burren Energy PLC,Celltech Group Ltd,Boehler-Uddeholm AG,Fadesa Inmobiliaria SA,Landmark Mortgages Ltd,Dixons Retail Group Ltd,RHM Ltd,Kering Holland NV,IVG Immobilien GmbH,Centros Comerciales Carrefour SA,Orange Holding SA,CSR Ltd/United Kingdom,Ciba Holding AG,Emporiki Bank SA,
2016-08-04,Cattles Ltd,Kidde PLC,Pilkington Group Ltd,Maxeda BV,Zeltia SA,Fabege AB/Old,Solvay France SA,Pearl Group Holdings No 1 Ltd,Deutsche Boerse AG.1,Viridian Group Ltd,Banca Popolare Commercio e Industria SpA,DEPFA Bank PLC,Gambro AB,Parmalat Finanziaria SpA,Chubb PLC,Dentsu Aegis Network Ltd,Afren PLC,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Coca Cola Hellenic Bottling Co SA,Group 4 Falck A/S,Corus Group Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Chilcott UK Ltd,Pirelli SpA,Metrovacesa SA/Old,Kone OYJ/Old,Van der Moolen Holding NV,Cable & Wireless Worldwide Ltd,Rexel Holding Netherlands BV,Fresenius SE & Co KGaA,Celanese GmbH,SSL International PLC,Perrigo Corp DAC,Vodafone Portugal-Comunicacoes Pessoais,First Active PLC,Centros Comerciales Carrefour SA,Iberia Lineas Aereas de Espana SA Operad,DCC PLC,Duelguide Holdings Ltd,Vita Group UnLtd,Brush Holdings Ltd,G4S Holdings 102 UK Ltd,Orion OYJ/Old,Essar Energy Ltd,Arriva PLC,Vedior NV,TNS Group Holdings Ltd,Emporiki Bank SA,Vodafone-Panafon SA,OCE Holding BV,Fiat Industrial SpA,Fresenius SE & Co KGaA.1,Business Objects SA,Wanadoo SA,Iaws Group Ltd,
2016-08-15,Carlton Communications Ltd,Kidde PLC,Pilkington Group Ltd,Maxeda BV,Zeltia SA,Fabege AB/Old,Solvay France SA,Pearl Group Holdings No 1 Ltd,Viridian Group Ltd,Banca Popolare Commercio e Industria SpA,Deutsche Boerse AG.1,DEPFA Bank PLC,Gambro AB,Parmalat Finanziaria SpA,Chubb PLC,Dentsu Aegis Network Ltd,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Coca Cola Hellenic Bottling Co SA,Afren PLC,Group 4 Falck A/S,Corus Group Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Alstom SA,Wella AG,Chilcott UK Ltd,Fresenius SE & Co KGaA.1,Pirelli SpA,Fiat Industrial SpA,Crucell NV,Rexel Holding Netherlands BV,Fresenius SE & Co KGaA,Celanese GmbH,SSL International PLC,Perrigo Corp DAC,Vodafone Portugal-Comunicacoes Pessoais,First Active PLC,Centros Comerciales Carrefour SA,Iberia Lineas Aereas de Espana SA Operad,Cable & Wireless Worldwide Ltd,DCC PLC,Duelguide Holdings Ltd,Vita Group UnLtd,Brush Holdings Ltd,G4S Holdings 102 UK Ltd,Orion OYJ/Old,Arriva PLC,Vedior NV,TNS Group Holdings Ltd,Emporiki Bank SA,Vodafone-Panafon SA,OCE Holding BV,Essar Energy Ltd,Business Objects SA,Kone OYJ/Old,Metrovacesa SA/Old,Wanadoo SA,Centrica Production Ltd,
2016-08-24,Unibail-Rodamco SE,Granada Ltd,DCC PLC,Alleanza Toro SpA,Technicolor SA,Duelguide Holdings Ltd,Tullett Prebon Group Holdings PLC,Banco de Valencia SA,Vita Group UnLtd,Altice SA,Essar Energy Ltd,Brush Holdings Ltd,Edison SpA,Pirelli & C SpA,Hibu plc,Telent Ltd,Fiat Industrial SpA,G4S Holdings 102 UK Ltd,Iberia Lineas Aereas de Espana SA Operad,Alliance UniChem PLC,Friends Life FPG Ltd,D/S 1912,Rexel SA/Old,Prisa Television SAU,Altana AG,Getronics BV,Amadeus IT Group SA/Spain,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,First Active PLC,Brit Insurance Holdings BV,EMI Group Ltd,Fresenius SE & Co KGaA.1,Centros Comerciales Carrefour SA,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Grafton Group PLC,Ciba Holding AG,Orion OYJ/Old,Cable & Wireless Worldwide Ltd,CEMEX Investments Ltd,iSOFT Group UK Ltd,Nasdaq AB,SCOR SE,Bostads AB Drott,Cia Espanola de Petroleos SAU,Invesco Ltd,DEPFA Bank PLC.1,Xstrata Ltd,Ainax AB,eircom Group Ltd,Crucell NV,Laser Holdings Ltd,Orange Holding SA,Corporate Express NV,ISS World Services A/S,Colt Group SA,Cosmote Mobile Telecommunications SA,
2016-09-02,iSOFT Group UK Ltd,Kelda Group Ltd,Global Radio Ltd,Euronext NV,Finaxa,Skandia Forsakrings AB,Jarvis PLC,Matalan Ltd,HMV Group PLC,La Fondiaria Assicurazioni SpA,Selfridges & Co Ltd,Omega Pharma NV,Koninklijke Volker Wessels Stevin NV,Benetton Group SpA,Union Fenosa SA,Invensys Ltd,Equant NV,Epcos AG,Des Galeries Lafayette SA,Banca Lombarda e Piemontese SpA,RAC Group Ltd,Safeway Ltd,Rio Tinto France SAS,Novar Ltd,Banca Popolare di Bergamo SpA,Fresenius SE & Co KGaA,Gates Worldwide Ltd,Rexel Holding Netherlands BV,Van der Moolen Holding NV,Iaws Group Ltd,Generali Deutschland Holding AG,Fiat SpA,Aurea Concesiones de Infraestructuras SA,Fineco SpA,Woolworths Group PLC,Buderus AG,Scania AB,SIG Combibloc Group AG,Italgas Hellas SpA,Tandberg AS,British Land Fund Management Ltd,Merck Serono SA,Brixton Ltd,Bulgari SpA,Celanese GmbH,Luminar Group Holdings PLC,Almanij NV,Colt Group SA,Cosmote Mobile Telecommunications SA,Somerfield Ltd,Northumbrian Water Group Ltd,Hypo Real Estate Holding GmbH,UniCredit Bank Austria AG,Fastweb SpA,Industriforvaltnings AB Kinnevik,Corporate Express NV,Laser Holdings Ltd,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Aggregate Industries Holdings Ltd,
2016-09-13,Orange Holding SA,Fresenius SE & Co KGaA,Bradford & Bingley PLC,Friends Life FPG Ltd,Rexel Holding Netherlands BV,Van der Moolen Holding NV,Iaws Group Ltd,Altana AG,Generali Deutschland Holding AG,Aurea Concesiones de Infraestructuras SA,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Fineco SpA,Woolworths Group PLC,Unibail-Rodamco SE,Buderus AG,Celanese GmbH,Scania AB,Ascential Group Ltd,SSL International PLC,Skandia Forsakrings AB,Arriva PLC,Orion OYJ/Old,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,DCC PLC,Iberia Lineas Aereas de Espana SA Operad,Union Fenosa SA,Invensys Ltd,Centros Comerciales Carrefour SA,First Active PLC,Vodafone Portugal-Comunicacoes Pessoais,Banca Lombarda e Piemontese SpA,Safeway Ltd,Perrigo Corp DAC,Almanij NV,SIG Combibloc Group AG,Tandberg AS,British Land Fund Management Ltd,Luminar Group Holdings PLC,Rexel SA/Old,Prisa Television SAU,Allianz SpA,Imperial Chemical Industries Ltd,Getronics BV,Amadeus IT Group SA/Spain,Brit Insurance Holdings BV,Landmark Mortgages Ltd,Dixons Retail Group Ltd,Tullett Prebon Group Holdings PLC,Kering Holland NV,Banco de Valencia SA,Edison SpA,Terra Networks SA,Pirelli & C SpA,Ciba Holding AG,
2016-09-22,Edison SpA,Almanij NV,Ascential Group Ltd,Van der Moolen Holding NV,Iaws Group Ltd,Bradford & Bingley PLC,Friends Life FPG Ltd,Generali Deutschland Holding AG,Aurea Concesiones de Infraestructuras SA,Altana AG,Fineco SpA,Woolworths Group PLC,Telecom Italia Media SpA,Rodamco Europe NV/Netherlands,Hanson Ltd,Exel Ltd,Buderus AG,Scania AB,Rexel Holding Netherlands BV,Fresenius SE & Co KGaA,Safeway Ltd,Banca Lombarda e Piemontese SpA,Kelda Group Ltd,Orion OYJ/Old,Euronext NV,G4S Holdings 102 UK Ltd,Skandia Forsakrings AB,Brush Holdings Ltd,Vita Group UnLtd,Duelguide Holdings Ltd,Unibail-Rodamco SE,DCC PLC,Centros Comerciales Carrefour SA,First Active PLC,Vodafone Portugal-Comunicacoes Pessoais,Union Fenosa SA,Invensys Ltd,Perrigo Corp DAC,SSL International PLC,Celanese GmbH,Iberia Lineas Aereas de Espana SA Operad,Arriva PLC,SIG Combibloc Group AG,British Land Fund Management Ltd,Luminar Group Holdings PLC,Rexel SA/Old,Prisa Television SAU,Getronics BV,Allianz SpA,Imperial Chemical Industries Ltd,Amadeus IT Group SA/Spain,Brit Insurance Holdings BV,Tullett Prebon Group Holdings PLC,Landmark Mortgages Ltd,Dixons Retail Group Ltd,Banco de Valencia SA,Kering Holland NV,Terra Networks SA,Pirelli & C SpA,Orange Holding SA,
2016-10-03,iSOFT Group UK Ltd,Skandia Forsakrings AB,British Land Fund Management Ltd,Brixton Ltd,Novar Ltd,Bulgari SpA,RAC Group Ltd,Global Radio Ltd,Finaxa,Tandberg AS,Jarvis PLC,Invensys Ltd,Matalan Ltd,HMV Group PLC,La Fondiaria Assicurazioni SpA,Banca Lombarda e Piemontese SpA,Safeway Ltd,Selfridges & Co Ltd,Almanij NV,Union Fenosa SA,Euronext NV,SIG Combibloc Group AG,Kelda Group Ltd,First Active PLC,Vodafone Portugal-Comunicacoes Pessoais,Fiat SpA,Perrigo Corp DAC,SSL International PLC,Celanese GmbH,Fresenius SE & Co KGaA,Rexel Holding Netherlands BV,Van der Moolen Holding NV,Iaws Group Ltd,Italgas Hellas SpA,Generali Deutschland Holding AG,Aurea Concesiones de Infraestructuras SA,Merck Serono SA,Fineco SpA,Woolworths Group PLC,Buderus AG,Rio Tinto France SAS,Scania AB,Ascential Group Ltd,Omega Pharma NV,Koninklijke Volker Wessels Stevin NV,Bradford & Bingley PLC,Pirelli & C SpA,Hibu plc,Telent Ltd,Grafton Group PLC,Colt Group SA,Cosmote Mobile Telecommunications SA,Somerfield Ltd,Northumbrian Water Group Ltd,Thomson Reuters UK Ltd,Banca Popolare di Verona - S.Geminiano e,Hypo Real Estate Holding GmbH,UniCredit Bank Austria AG,Fastweb SpA,Industriforvaltnings AB Kinnevik,
2016-10-12,Deutsche Postbank AG,Omega Pharma NV,Koninklijke Volker Wessels Stevin NV,Benetton Group SpA,Italgas Hellas SpA,Equant NV,Epcos AG,Merck Serono SA,Des Galeries Lafayette SA,Luminar Group Holdings PLC,Rexel SA/Old,Rio Tinto France SAS,Prisa Television SAU,Kelda Group Ltd,Getronics BV,Euronext NV,Amadeus IT Group SA/Spain,Skandia Forsakrings AB,Brit Insurance Holdings BV,Tullett Prebon Group Holdings PLC,Selfridges & Co Ltd,La Fondiaria Assicurazioni SpA,HMV Group PLC,Matalan Ltd,Aurea Concesiones de Infraestructuras SA,Fineco SpA,Woolworths Group PLC,Buderus AG,Grupo Dragados SA,Scania AB,SIG Combibloc Group AG,Tandberg AS,British Land Fund Management Ltd,Banco de Valencia SA,Irish Bank Resolution Corp Ltd/Old,Novar Ltd,Banca Popolare di Bergamo SpA,Bulgari SpA,Gates Worldwide Ltd,RAC Group Ltd,Global Radio Ltd,Finaxa,Jarvis PLC,Fiat SpA,Brixton Ltd,Edison SpA,Union Fenosa SA,Invensys Ltd,Corporate Express NV,Laser Holdings Ltd,iSOFT Group UK Ltd,Nasdaq AB,SCOR SE,Granada Ltd,Alleanza Toro SpA,Technicolor SA,Bostads AB Drott,Unibail-Rodamco SE,DEPFA Bank PLC.1,eircom Group Ltd,
2016-10-21,Fadesa Inmobiliaria SA,Rexel Holding Netherlands BV,Nutreco NV,Merck Serono SA,Wellstream Holdings Ltd,Van der Moolen Holding NV,Rio Tinto France SAS,Iaws Group Ltd,Kelda Group Ltd,Imperial Energy Corp PLC,Euronext NV,Generali Deutschland Holding AG,Skandia Forsakrings AB,Aurea Concesiones de Infraestructuras SA,Fineco SpA,Woolworths Group PLC,Buderus AG,Scania AB,SIG Combibloc Group AG,Union Fenosa SA,Italgas Hellas SpA,Invensys Ltd,Fresenius SE & Co KGaA,Celanese GmbH,Orion OYJ/Old,Grupo Dragados SA,G4S Holdings 102 UK Ltd,Brush Holdings Ltd,Vita Group UnLtd,Irish Bank Resolution Corp Ltd/Old,Duelguide Holdings Ltd,DCC PLC,Banca Popolare di Bergamo SpA,Iberia Lineas Aereas de Espana SA Operad,Gates Worldwide Ltd,Catlin Group Ltd,Centros Comerciales Carrefour SA,First Active PLC,Vodafone Portugal-Comunicacoes Pessoais,Fiat SpA,Intercell AG,Perrigo Corp DAC,SSL International PLC,Friends Life Group Ltd,Manitowoc Group UK Ltd,Tandberg AS,British Land Fund Management Ltd,Technicolor SA,Jarvis PLC,Matalan Ltd,Dragon Oil PLC,HMV Group PLC,La Fondiaria Assicurazioni SpA,Iberdrola Renovables SA,GAGFAH SA,TUI AG.1,Selfridges & Co Ltd,Omega Pharma NV,Koninklijke Volker Wessels Stevin NV,Thomson Reuters UK Ltd,
2016-11-01,Banco Espirito Santo SA,Mediolanum SpA,Eurasian Natural Resources Corp Ltd,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Iberdrola Renovables SA,Coca Cola Hellenic Bottling Co SA,Gemalto NV,Group 4 Falck A/S,Corus Group Ltd,George Wimpey Ltd,Dragon Oil PLC,WH Smith PLC/Old,Prosafe Production Public Ltd,Banca Popolare di Lodi SpA,Wella AG,Wanadoo SA,Northern Foods Ltd,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Nobel Biocare Holding AG,Alapis Holding Industrial & Commercial S,Manitowoc Group UK Ltd,Imperial Energy Corp PLC,Wellstream Holdings Ltd,Alstom SA,Debenhams PLC/Old,SRH NV,Dana Petroleum Ltd,First Choice Holidays PLC,Parmalat Finanziaria SpA,Solvay France SA.1,Kidde PLC,Pilkington Group Ltd,Maxeda BV,Zeltia SA,Fabege AB/Old,Solvay France SA,Autonomy Corp Ltd,TUI Travel Ltd,Pearl Group Holdings No 1 Ltd,Dentsu Aegis Network Ltd,Tele Atlas Survey BV,Cie Nationale a Portefeuille/Old,Banca Popolare Commercio e Industria SpA,Klakki EHF,Neuf Cegetel SA,Rolls-Royce Power Systems AG,Expro International Group Ltd,DEPFA Bank PLC,Gambro AB,Chubb PLC,Oriflame Cosmetics SA,Chilcott UK Ltd,Babcock Southern Holdings Ltd,Viridian Group Ltd,Grupo Ferrovial SA,Nutreco NV,
2016-11-10,ISS World Services A/S,Cattles Ltd,Aggregate Industries Holdings Ltd,Carlton Communications Ltd,TNU SA,Essar Energy Ltd,Nobel Biocare Holding AG,Global PVQ SE,Fiat Industrial SpA,Debenhams PLC/Old,Grupo Ferrovial SA,Fresenius SE & Co KGaA.1,Northern Foods Ltd,Lottomatica SpA,iSOFT Group UK Ltd,T-Online International AG,Xstrata Ltd,Cia Espanola de Petroleos SAU,CEMEX Investments Ltd,Royal P&O Nedlloyd NV,Finastra Group Holdings Ltd,Terra Networks SA,BIP Industries Ltd,Nasdaq AB,Immoeast AG,Celltech Group Ltd,Wanadoo SA,Wella AG,Alstom SA,Pearl Group Holdings No 1 Ltd,Viridian Group Ltd,Banca Popolare Commercio e Industria SpA,BKW Energie AG,Industriforvaltnings AB Kinnevik,DEPFA Bank PLC,Gambro AB,Chubb PLC,Centrica Production Ltd,Chilcott UK Ltd,Corporate Express NV,Crucell NV,Laser Holdings Ltd,Dentsu Aegis Network Ltd,Mediolanum SpA,Cable & Wireless Worldwide Ltd,AWG Parent Co Ltd,Fideuram - Intesa Sanpaolo Private Banki,Coca Cola Hellenic Bottling Co SA,Group 4 Falck A/S,ArcelorMittal.1,Corus Group Ltd,George Wimpey Ltd,WH Smith PLC/Old,Banca Popolare di Lodi SpA,Deutsche Boerse AG.1,Catlin Group Ltd,Alliance UniChem PLC,D/S 1912,Oak 1753 BV,Irish Bank Resolution Corp Ltd/Old,
2016-11-21,Sky Deutschland AG,Banca Popolare di Bergamo SpA,Klakki EHF,Gates Worldwide Ltd,Cie Nationale a Portefeuille/Old,Afren PLC,Tele Atlas Survey BV,Fiat SpA,Van der Moolen Holding NV,Iaws Group Ltd,Neuf Cegetel SA,Generali Deutschland Holding AG,Fineco SpA,Woolworths Group PLC,Italgas Hellas SpA,TUI Travel Ltd,Buderus AG,Merck Serono SA,GSW Immobilien AG,Autonomy Corp Ltd,Oak 1753 BV,Aurea Concesiones de Infraestructuras SA,Rexel Holding Netherlands BV,Irish Bank Resolution Corp Ltd/Old,Fresenius SE & Co KGaA,Centros Comerciales Carrefour SA,Instrumentarium OYJ,SCOR Holding Switzerland AG,First Active PLC,Allianz France SA,Vodafone Portugal-Comunicacoes Pessoais,Autoroutes du Sud de la France SA,Deutsche Boerse AG.1,Zimmer Schweiz Holdings GmbH,Rolls-Royce Power Systems AG,Synthes Inc,Banca Antonveneta SpA/Old,Telefonica Moviles SA/Spain,Capitalia SpA,Associated British Ports Holdings Ltd,Brisa Auto-Estradas de Portugal SA,Perrigo Corp DAC,SSL International PLC,Telecity Group Ltd,Grupo Dragados SA,Celanese GmbH,Rio Tinto France SAS,Scania AB,Kelda Group Ltd,SIG Combibloc Group AG,Rodamco Europe NV/Netherlands,Banca Popolare Commercio e Industria SpA,Exel Ltd,First Choice Holidays PLC,Unibail-Rodamco SE,Schwarz Pharma AG,HMV Group PLC,La Fondiaria Assicurazioni SpA,LBI ehf,Selfridges & Co Ltd,
