Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns
2017-07-24,Seadrill Ltd/old,Eniro AB,Public Power Corp SA,Fugro NV,Technicolor SA.1,Solarworld AG,OCI NV,REC Silicon ASA,Intrum AB,Aryzta AG.1,Aryzta AG,Gemalto NV.1,Permanent TSB Group Holdings PLC,Reach PLC,Marfin Investment Group Holdings SA,Kloeckner & Co SE,AIB Group PLC,Norsk Hydro ASA,SBM Offshore NV,Pharol SGPS SA,Punch Taverns Ltd,ALTICE EUROPE NV,National Bank of Greece SA,IMMOFINANZ AG,Acerinox SA,Eurocommercial Properties NV,Equinor ASA,Vallourec SA,Alpha Bank AE,Titan Cement Co SA,Actelion Ltd,Actelion Ltd.1,Petropavlovsk PLC,Altice France SA/France,Christian Dior SE,UPM-Kymmene OYJ,Santander Bank Polska SA,Hunting PLC,Siltronic AG,AIXTRON SE,Subsea 7 SA,Altran Technologies SA,Bourbon Corp,KUKA AG,Credit Suisse Group AG,Credit Suisse Group AG.1,Aker Solutions ASA,Sky PLC,Sulzer AG,Sulzer AG.1,Amec Foster Wheeler Ltd,Koninklijke Vopak NV,CECONOMY AG,EFG International AG,Telefonaktiebolaget LM Ericsson,Ashmore Group PLC,Evraz PLC,Seat Pagine Gialle SpA,Clariant AG.1,Clariant AG,-0.00131994265346701
2017-08-02,Seadrill Ltd/old,CGG SA,Eniro AB,Solarworld AG,Technicolor SA.1,Fugro NV,Meyer Burger Technology AG,Public Power Corp SA,Gemalto NV.1,Permanent TSB Group Holdings PLC,IMMOFINANZ AG,Pharol SGPS SA,Aryzta AG.1,Aryzta AG,Punch Taverns Ltd,Intrum AB,Actelion Ltd,Actelion Ltd.1,Subsea 7 SA,AIXTRON SE,Casino Guichard Perrachon SA,Altran Technologies SA,Alpha Bank AE,CECONOMY AG,Norsk Hydro ASA,Heidelberger Druckmaschinen AG,National Bank of Greece SA,Equinor ASA,KUKA AG,SBM Offshore NV,AIB Group PLC,Vallourec SA,ALTICE EUROPE NV,LEG Immobilien AG,Reach PLC,Eurocommercial Properties NV,Orion Oyj,UPM-Kymmene OYJ,Christian Dior SE,Carrefour SA,Telenor ASA,Altice France SA/France,Marfin Investment Group Holdings SA,Aggreko PLC,Titan Cement Co SA,Symrise AG,ProSiebenSat.1 Media SE,Mitie Group PLC,Ashmore Group PLC,Seat Pagine Gialle SpA,Gecina SA,Santander Bank Polska SA,HUGO BOSS AG,Koninklijke Vopak NV,Acerinox SA,Covivio,Dexia SA,Powszechny Zaklad Ubezpieczen SA,Schibsted ASA,Sky PLC,-0.028010055223529316
2017-08-11,Seadrill Ltd/old,Eniro AB,Gemalto NV.1,CGG SA,Solarworld AG,Fugro NV,IMMOFINANZ AG,Technicolor SA.1,Aryzta AG.1,Aryzta AG,Intrum AB,Vallourec SA,CECONOMY AG,Pharol SGPS SA,Actelion Ltd.1,Actelion Ltd,AIXTRON SE,Permanent TSB Group Holdings PLC,Punch Taverns Ltd,Subsea 7 SA,UPM-Kymmene OYJ,Meyer Burger Technology AG,Altran Technologies SA,Norsk Hydro ASA,Public Power Corp SA,SBM Offshore NV,Carrefour SA,Mitie Group PLC,Orion Oyj,Equinor ASA,KUKA AG,Acerinox SA,Alpha Bank AE,Powszechny Zaklad Ubezpieczen SA,Dexia SA,Christian Dior SE,AIB Group PLC,Casino Guichard Perrachon SA,Telenor ASA,Eurocommercial Properties NV,LEG Immobilien AG,HUGO BOSS AG,Ashmore Group PLC,Titan Cement Co SA,Aggreko PLC,Stora Enso OYJ,Aker Solutions ASA,Tecnicas Reunidas SA,Petrofac Ltd,Koninklijke Vopak NV,ALTICE EUROPE NV,Covivio,Seat Pagine Gialle SpA,Schibsted ASA,Aker BP ASA,Novozymes A/S,Symrise AG,Bourbon Corp,Tullow Oil PLC,Marfin Investment Group Holdings SA,-0.013496745492803275
2017-08-22,Seadrill Ltd/old,Solarworld AG,Eniro AB,CGG SA,Gemalto NV.1,Fugro NV,AIXTRON SE,Aryzta AG,Aryzta AG.1,IMMOFINANZ AG,Actelion Ltd.1,Actelion Ltd,Technicolor SA.1,CECONOMY AG,Intrum AB,Norsk Hydro ASA,Public Power Corp SA,Pharol SGPS SA,Vallourec SA,Subsea 7 SA,Punch Taverns Ltd,UPM-Kymmene OYJ,Orion Oyj,Altran Technologies SA,Permanent TSB Group Holdings PLC,Alpha Bank AE,SBM Offshore NV,Dexia SA,OCI NV,Carrefour SA,Eurocommercial Properties NV,LEG Immobilien AG,HUGO BOSS AG,Casino Guichard Perrachon SA,Christian Dior SE,KUKA AG,Mitie Group PLC,Powszechny Zaklad Ubezpieczen SA,National Bank of Greece SA,Telenor ASA,Novozymes A/S,Symrise AG,Acerinox SA,Stora Enso OYJ,AIB Group PLC,Ashmore Group PLC,Koninklijke Vopak NV,Covivio,EssilorLuxottica SA,Prosafe SE,Schibsted ASA,Orange Belgium SA,Equinor ASA,Gecina SA,ams AG,Seat Pagine Gialle SpA,Diageo PLC,Bourbon Corp,BT Group PLC,Aker BP ASA,-0.02820823543287539
2017-08-31,Seadrill Ltd/old,CGG SA,Eniro AB,Gemalto NV.1,Fugro NV,AIXTRON SE,Public Power Corp SA,Actelion Ltd.1,Actelion Ltd,IMMOFINANZ AG,Royal Imtech NV,Punch Taverns Ltd,Dexia SA,Aryzta AG,Aryzta AG.1,Intrum AB,Norsk Hydro ASA,AIB Group PLC,CECONOMY AG,Technicolor SA.1,UPM-Kymmene OYJ,KUKA AG,Koninklijke Vopak NV,Orion Oyj,Pharol SGPS SA,OCI NV,SBM Offshore NV,Alpha Bank AE,ams AG,Subsea 7 SA,Vallourec SA,Christian Dior SE,Lonza Group AG.1,Lonza Group AG,HUGO BOSS AG,Provident Financial PLC,Altran Technologies SA,OPAP SA,Powszechny Zaklad Ubezpieczen SA,Ingenico Group SA,Eurocommercial Properties NV,Kenmare Resources PLC,LEG Immobilien AG,BT Group PLC,Seat Pagine Gialle SpA,Carrefour SA,Stora Enso OYJ,Orange Belgium SA,Symrise AG,BUWOG AG,Pandora A/S,Casino Guichard Perrachon SA,Mitie Group PLC,Ashmore Group PLC,Saipem SpA,Kindred Group PLC,Gecina SA,Acerinox SA,Schibsted ASA,National Bank of Greece SA,-0.006775504925006158
2017-09-11,Seadrill Ltd/old,Provident Financial PLC,CGG SA,Gemalto NV.1,Fugro NV,AIXTRON SE,Dexia SA,Actelion Ltd.1,Actelion Ltd,Public Power Corp SA,Intrum AB,Orion Oyj,IMMOFINANZ AG,Technicolor SA.1,Norsk Hydro ASA,UPM-Kymmene OYJ,AIB Group PLC,Subsea 7 SA,Aryzta AG.1,Aryzta AG,KUKA AG,ams AG,Koninklijke Vopak NV,CECONOMY AG,SBM Offshore NV,Pharol SGPS SA,Christian Dior SE,OPAP SA,Altran Technologies SA,Prosafe SE,Carrefour SA,Eniro AB,OCI NV,Mediaset SpA,Permanent TSB Group Holdings PLC,Titan Cement Co SA,Alpha Bank AE,National Bank of Greece SA,Stora Enso OYJ,HUGO BOSS AG,Saipem SpA,Kemira OYJ,Seat Pagine Gialle SpA,Ingenico Group SA,Ashmore Group PLC,Vallourec SA,RCS MediaGroup SpA,Imperial Brands PLC,EssilorLuxottica SA,Eurocommercial Properties NV,Gecina SA,LEG Immobilien AG,Storebrand ASA,Diageo PLC,Powszechny Zaklad Ubezpieczen SA,BT Group PLC,Symrise AG,Fastighets AB Balder,Nemetschek SE,Bank of Ireland Group PLC,0.018471826794465275
2017-09-20,Seadrill Ltd/old,Provident Financial PLC,CGG SA,Gemalto NV.1,AIXTRON SE,Intrum AB,Fugro NV,Actelion Ltd.1,Actelion Ltd,Dexia SA,Orion Oyj,IMMOFINANZ AG,Public Power Corp SA,Technicolor SA.1,ams AG,UPM-Kymmene OYJ,Norsk Hydro ASA,Subsea 7 SA,AIB Group PLC,CECONOMY AG,KUKA AG,Eniro AB,Aryzta AG.1,Aryzta AG,Koninklijke Vopak NV,OCI NV,Permanent TSB Group Holdings PLC,Christian Dior SE,SBM Offshore NV,Pharol SGPS SA,Ingenico Group SA,Saipem SpA,Stora Enso OYJ,Seat Pagine Gialle SpA,Ashmore Group PLC,OPAP SA,Kemira OYJ,Altran Technologies SA,Titan Cement Co SA,HUGO BOSS AG,EssilorLuxottica SA,Prosafe SE,Imperial Brands PLC,Gecina SA,Alpha Bank AE,Eurocommercial Properties NV,Bank of Ireland Group PLC,Diageo PLC,Fastighets AB Balder,Nemetschek SE,LEG Immobilien AG,Storebrand ASA,Metso OYJ,Kenmare Resources PLC,CNP Assurances,Pandora A/S,RCS MediaGroup SpA,Strabag SE,BT Group PLC,Metsa Board OYJ,0.008668029400864445
2017-09-29,Seadrill Ltd/old,Provident Financial PLC,CGG SA,Gemalto NV.1,Fugro NV,Intrum AB,Actelion Ltd.1,Actelion Ltd,Public Power Corp SA,UPM-Kymmene OYJ,Orion Oyj,Technicolor SA.1,Norsk Hydro ASA,IMMOFINANZ AG,Subsea 7 SA,AIXTRON SE,CECONOMY AG,KUKA AG,Aryzta AG,Aryzta AG.1,Christian Dior SE,ams AG,Stora Enso OYJ,SBM Offshore NV,AIB Group PLC,Koninklijke Vopak NV,Dexia SA,Permanent TSB Group Holdings PLC,Saipem SpA,Prosafe SE,Ingenico Group SA,OCI NV,Kemira OYJ,Kenmare Resources PLC,Imperial Brands PLC,Pharol SGPS SA,Seat Pagine Gialle SpA,Altran Technologies SA,HUGO BOSS AG,OPAP SA,Titan Cement Co SA,Nemetschek SE,EssilorLuxottica SA,Metso OYJ,LEG Immobilien AG,Fastighets AB Balder,Alpha Bank AE,Metsa Board OYJ,Pandora A/S,Dixons Carphone PLC,Eurocommercial Properties NV,Diageo PLC,Strabag SE,JCDecaux SA,Gecina SA,Sanoma OYJ,CNP Assurances,Vallourec SA,CD Projekt SA,Ashmore Group PLC,0.023881844522317692
2017-10-10,Seadrill Ltd/old,Provident Financial PLC,CGG SA,Gemalto NV.1,Fugro NV,Intrum AB,Actelion Ltd,Actelion Ltd.1,Subsea 7 SA,UPM-Kymmene OYJ,Public Power Corp SA,Orion Oyj,AIXTRON SE,CECONOMY AG,AIB Group PLC,Saipem SpA,Aryzta AG,Aryzta AG.1,Norsk Hydro ASA,KUKA AG,Stora Enso OYJ,SBM Offshore NV,Prosafe SE,IMMOFINANZ AG,Christian Dior SE,Koninklijke Vopak NV,ams AG,Dixons Carphone PLC,Permanent TSB Group Holdings PLC,Kemira OYJ,Technicolor SA.1,Dexia SA,OCI NV,Ingenico Group SA,Titan Cement Co SA,Pharol SGPS SA,Solarworld AG,Amec Foster Wheeler Ltd,Altran Technologies SA,Pandora A/S,Metsa Board OYJ,Casino Guichard Perrachon SA,Fastighets AB Balder,Kenmare Resources PLC,Metso OYJ,Mitie Group PLC,Vallourec SA,JCDecaux SA,CNP Assurances,Alpha Bank AE,OPAP SA,Imperial Brands PLC,Diageo PLC,TDC A/S,Bank of Ireland Group PLC,Gecina SA,Sanoma OYJ,National Bank of Greece SA,Bourbon Corp,Banco Comercial Portugues SA,0.0066810003866288395
2017-10-19,Seadrill Ltd/old,Provident Financial PLC,CGG SA,Fugro NV,Gemalto NV.1,UPM-Kymmene OYJ,Public Power Corp SA,Subsea 7 SA,CECONOMY AG,KUKA AG,AIB Group PLC,AIXTRON SE,Orion Oyj,Norsk Hydro ASA,Intrum AB,ams AG,Stora Enso OYJ,Saipem SpA,IMMOFINANZ AG,Christian Dior SE,SBM Offshore NV,Metsa Board OYJ,Dexia SA,OCI NV,Koninklijke Vopak NV,Casino Guichard Perrachon SA,Technicolor SA.1,Permanent TSB Group Holdings PLC,Kemira OYJ,Titan Cement Co SA,Dixons Carphone PLC,Eniro AB,Nemetschek SE,Metso OYJ,K+S AG,Altran Technologies SA,Ablynx NV,JCDecaux SA,Sanoma OYJ,Fastighets AB Balder,Pharol SGPS SA,LEG Immobilien AG,Ingenico Group SA,CNP Assurances,Lonmin PLC,TDC A/S,Pandora A/S,Bourbon Corp,RCS MediaGroup SpA,Mitie Group PLC,Puma SE,Gecina SA,Bekaert SA,Amec Foster Wheeler Ltd,Eurocommercial Properties NV,Nyrstar NV,OPAP SA,Strabag SE,Seat Pagine Gialle SpA,National Bank of Greece SA,0.00024765632791760086
2017-10-30,Seadrill Ltd/old,Provident Financial PLC,Fugro NV,ams AG,Gemalto NV.1,Subsea 7 SA,Public Power Corp SA,Norsk Hydro ASA,KUKA AG,Saipem SpA,CECONOMY AG,Intrum AB,Orion Oyj,Christian Dior SE,SBM Offshore NV,AIXTRON SE,CGG SA,IMMOFINANZ AG,Casino Guichard Perrachon SA,Nyrstar NV,Eniro AB,Koninklijke Vopak NV,UPM-Kymmene OYJ,OCI NV,Pharol SGPS SA,Amec Foster Wheeler Ltd,K+S AG,Dexia SA,Metso OYJ,Banco Comercial Portugues SA,CNP Assurances,Permanent TSB Group Holdings PLC,Metsa Board OYJ,LEG Immobilien AG,Technicolor SA.1,Dixons Carphone PLC,Mitie Group PLC,Stora Enso OYJ,RCS MediaGroup SpA,AIB Group PLC,Fastighets AB Balder,Ablynx NV,Ingenico Group SA,Elementis PLC,Eurocommercial Properties NV,Strabag SE,Aker Solutions ASA,Kemira OYJ,Gecina SA,Bekaert SA,OPAP SA,Telenor ASA,Bourbon Corp,Lonmin PLC,Volvo AB,Imperial Brands PLC,Befimmo SA,Mitchells & Butlers PLC,Sports Direct International PLC,Altran Technologies SA,0.024157058740878014
2017-11-08,Seadrill Ltd/old,Provident Financial PLC,ams AG,Banca Monte dei Paschi di Siena SpA,Fugro NV,Gemalto NV.1,AIXTRON SE,Subsea 7 SA,Norsk Hydro ASA,Public Power Corp SA,Saipem SpA,CGG SA,Orion Oyj,IMMOFINANZ AG,Christian Dior SE,CECONOMY AG,SBM Offshore NV,Nyrstar NV,Kenmare Resources PLC,KUKA AG,Casino Guichard Perrachon SA,UPM-Kymmene OYJ,Orkla ASA,Ingenico Group SA,Metsa Board OYJ,Stora Enso OYJ,Intrum AB,Eurocommercial Properties NV,Banco Comercial Portugues SA,LEG Immobilien AG,Dexia SA,OCI NV,K+S AG,Fastighets AB Balder,BUWOG AG,Mitchells & Butlers PLC,Imperial Brands PLC,Metso OYJ,Strabag SE,Amec Foster Wheeler Ltd,Evotec AG,Gecina SA,Deutsche Wohnen SE,AIB Group PLC,Befimmo SA,Roche Holding AG,Roche Holding AG.1,OPAP SA,Novo Nordisk A/S,Dixons Carphone PLC,Koninklijke Vopak NV,QinetiQ Group PLC,RCS MediaGroup SpA,Kindred Group PLC,Fabege AB,CNP Assurances,JCDecaux SA,Bekaert SA,Titan Cement Co SA,Kemira OYJ,0.018862082334620493
2017-11-17,Seadrill Ltd/old,Provident Financial PLC,ams AG,Banca Monte dei Paschi di Siena SpA,Gemalto NV.1,AIXTRON SE,Fugro NV,Subsea 7 SA,Saipem SpA,Nyrstar NV,Public Power Corp SA,Norsk Hydro ASA,KUKA AG,CGG SA,Lonmin PLC,IMMOFINANZ AG,Orion Oyj,SBM Offshore NV,CECONOMY AG,Kenmare Resources PLC,Ingenico Group SA,Evotec AG,UPM-Kymmene OYJ,Banco Comercial Portugues SA,Metsa Board OYJ,Casino Guichard Perrachon SA,Christian Dior SE,Stora Enso OYJ,OCI NV,Intrum AB,K+S AG,Eurocommercial Properties NV,Orkla ASA,Arcandor AG,Permanent TSB Group Holdings PLC,Dexia SA,LEG Immobilien AG,Mitchells & Butlers PLC,Amec Foster Wheeler Ltd,Strabag SE,Bekaert SA,Solarworld AG,Equinor ASA,BUWOG AG,Mitie Group PLC,Volkswagen AG,OPAP SA,Gecina SA,Metso OYJ,Befimmo SA,Bourbon Corp,Imperial Brands PLC,Novo Nordisk A/S,Aker Solutions ASA,Deutsche Wohnen SE,TGS NOPEC Geophysical Co ASA,AIB Group PLC,Roche Holding AG,Roche Holding AG.1,Carillion PLC,-0.05582481078148564
2017-11-28,Seadrill Ltd/old,Provident Financial PLC,Banca Monte dei Paschi di Siena SpA,Evotec AG,Saipem SpA,ams AG,Gemalto NV.1,Subsea 7 SA,Fugro NV,KUKA AG,Nyrstar NV,Banca Piccolo Credito Valtellinese Scarl,Banca Carige SpA,Public Power Corp SA,Norsk Hydro ASA,CGG SA,Vallourec SA,AIXTRON SE,Prosafe SE,Kenmare Resources PLC,Lonmin PLC,Arcandor AG,CECONOMY AG,IMMOFINANZ AG,K+S AG,Orion Oyj,Aker Solutions ASA,SBM Offshore NV,Aroundtown SA,Intrum AB,RCS MediaGroup SpA,Tecnicas Reunidas SA,OCI NV,ALTICE EUROPE NV,Christian Dior SE,Dexia SA,QinetiQ Group PLC,Metsa Board OYJ,UPM-Kymmene OYJ,Equinor ASA,Casino Guichard Perrachon SA,Heidelberger Druckmaschinen AG,Dixons Carphone PLC,Banco Comercial Portugues SA,Stora Enso OYJ,TechnipFMC PLC,TGS NOPEC Geophysical Co ASA,Technicolor SA.1,Etablissements Maurel et Prom,Bourbon Corp,CD Projekt SA,Strabag SE,Aker BP ASA,Orkla ASA,Deutsche Wohnen SE,Metso OYJ,Steinhoff International Holdings NV,Nets A/S,Volkswagen AG,Pharol SGPS SA,-0.0011861797325355898
2017-12-07,Seadrill Ltd/old,Provident Financial PLC,Banca Carige SpA,Banca Monte dei Paschi di Siena SpA,ams AG,Saipem SpA,Subsea 7 SA,CGG SA,Fugro NV,Nyrstar NV,KUKA AG,Gemalto NV.1,Public Power Corp SA,Evotec AG,Vallourec SA,Norsk Hydro ASA,Prosafe SE,Tullow Oil PLC,AIXTRON SE,OCI NV,QinetiQ Group PLC,Lonmin PLC,SBM Offshore NV,CECONOMY AG,Kenmare Resources PLC,Arcandor AG,TechnipFMC PLC,K+S AG,Leonardo SpA,Bourbon Corp,Pharol SGPS SA,Aroundtown SA,Aker Solutions ASA,IMMOFINANZ AG,Dexia SA,Oxurion NV,Petrofac Ltd,Orion Oyj,TGS NOPEC Geophysical Co ASA,Equinor ASA,Tecnicas Reunidas SA,Etablissements Maurel et Prom,Steinhoff International Holdings NV,RCS MediaGroup SpA,John Wood Group PLC,Hunting PLC,Christian Dior SE,Eurobank Ergasias SA,Intrum AB,Metsa Board OYJ,Strabag SE,UPM-Kymmene OYJ,Technicolor SA.1,Volkswagen AG,Seat Pagine Gialle SpA,Banco Comercial Portugues SA,National Bank of Greece SA,Titan Cement Co SA,Aker BP ASA,Amec Foster Wheeler Ltd,-0.03189808438346363
2017-12-18,Seadrill Ltd/old,Banca Carige SpA,Provident Financial PLC,Banca Monte dei Paschi di Siena SpA,CGG SA,Steinhoff International Holdings NV,Saipem SpA,Public Power Corp SA,Evotec AG,ams AG,Subsea 7 SA,KUKA AG,Tullow Oil PLC,Fugro NV,Nyrstar NV,Prosafe SE,Pharol SGPS SA,Vallourec SA,OCI NV,Norsk Hydro ASA,Tecnicas Reunidas SA,Banco Comercial Portugues SA,Gemalto NV.1,QinetiQ Group PLC,Eurobank Ergasias SA,Oxurion NV,Leonardo SpA,K+S AG,John Wood Group PLC,Hunting PLC,SBM Offshore NV,Aroundtown SA,Aker Solutions ASA,Titan Cement Co SA,AIXTRON SE,Dexia SA,Etablissements Maurel et Prom,CECONOMY AG,Volkswagen AG,TGS NOPEC Geophysical Co ASA,Metsa Board OYJ,Bourbon Corp,Petrofac Ltd,Lonmin PLC,Dialog Semiconductor PLC,Christian Dior SE,UPM-Kymmene OYJ,Dixons Carphone PLC,TechnipFMC PLC,IMMOFINANZ AG,Amec Foster Wheeler Ltd,National Bank of Greece SA,Volkswagen AG.1,Equinor ASA,Seat Pagine Gialle SpA,Porsche Automobil Holding SE,Orion Oyj,Intrum AB,Stolt-Nielsen Ltd,Stora Enso OYJ,0.015365255351081322
2017-12-27,Seadrill Ltd/old,Banca Carige SpA,Provident Financial PLC,Steinhoff International Holdings NV,Banca Monte dei Paschi di Siena SpA,Evotec AG,Saipem SpA,CGG SA,Nyrstar NV,ams AG,Subsea 7 SA,Fugro NV,Abengoa SA,Public Power Corp SA,Tullow Oil PLC,KUKA AG,Prosafe SE,Vallourec SA,OCI NV,Pharol SGPS SA,Norsk Hydro ASA,Gemalto NV.1,Tecnicas Reunidas SA,Eurobank Ergasias SA,QinetiQ Group PLC,Oxurion NV,Petrofac Ltd,Leonardo SpA,Metsa Board OYJ,Banco Comercial Portugues SA,Titan Cement Co SA,AIXTRON SE,UPM-Kymmene OYJ,SBM Offshore NV,Dexia SA,TechnipFMC PLC,Dialog Semiconductor PLC,CECONOMY AG,Etablissements Maurel et Prom,TGS NOPEC Geophysical Co ASA,Volkswagen AG,Aker Solutions ASA,K+S AG,Dixons Carphone PLC,Hunting PLC,Serco Group PLC,Christian Dior SE,Porsche Automobil Holding SE,John Wood Group PLC,Stora Enso OYJ,Bourbon Corp,Arcandor AG,Volkswagen AG.1,National Bank of Greece SA,Amec Foster Wheeler Ltd,Permanent TSB Group Holdings PLC,Equinor ASA,Intrum AB,OMV AG,Strabag SE,0.014487842557768733
2018-01-05,Seadrill Ltd/old,Banca Carige SpA,Provident Financial PLC,Banca Monte dei Paschi di Siena SpA,Evotec AG,Steinhoff International Holdings NV,ams AG,Saipem SpA,CGG SA,Fugro NV,Prosafe SE,Subsea 7 SA,Public Power Corp SA,Nyrstar NV,KUKA AG,Vallourec SA,OCI NV,Pharol SGPS SA,Tullow Oil PLC,Dialog Semiconductor PLC,Norsk Hydro ASA,Gemalto NV.1,Stolt-Nielsen Ltd,Oxurion NV,Eurobank Ergasias SA,Banco Comercial Portugues SA,Metsa Board OYJ,Tecnicas Reunidas SA,Petrofac Ltd,Titan Cement Co SA,Leonardo SpA,QinetiQ Group PLC,Bourbon Corp,Arcandor AG,AIXTRON SE,K+S AG,Etablissements Maurel et Prom,TGS NOPEC Geophysical Co ASA,Volkswagen AG,Serco Group PLC,Permanent TSB Group Holdings PLC,Metso OYJ,Abengoa SA,SBM Offshore NV,UPM-Kymmene OYJ,National Bank of Greece SA,Hunting PLC,CD Projekt SA,Dixons Carphone PLC,John Wood Group PLC,Dexia SA,Porsche Automobil Holding SE,Christian Dior SE,Banca Piccolo Credito Valtellinese Scarl,Amer Sports Oyj,Aroundtown SA,Strabag SE,Amec Foster Wheeler Ltd,Orion Oyj,Koninklijke BAM Groep NV,0.04465177205178446
2018-01-16,Seadrill Ltd/old,Banca Carige SpA,Provident Financial PLC,Evotec AG,Banca Monte dei Paschi di Siena SpA,Steinhoff International Holdings NV,Saipem SpA,Pharol SGPS SA,CGG SA,Nyrstar NV,Fugro NV,Public Power Corp SA,Vallourec SA,Prosafe SE,Subsea 7 SA,Stolt-Nielsen Ltd,Gemalto NV.1,Leonardo SpA,KUKA AG,CD Projekt SA,Dialog Semiconductor PLC,Bourbon Corp,Titan Cement Co SA,Serco Group PLC,OCI NV,Dixons Carphone PLC,Banco Comercial Portugues SA,Norske Skogindustrier ASA,Norsk Hydro ASA,Volkswagen AG,Tecnicas Reunidas SA,Tullow Oil PLC,Petrofac Ltd,John Wood Group PLC,QinetiQ Group PLC,Amec Foster Wheeler Ltd,TechnipFMC PLC,Metsa Board OYJ,Mitchells & Butlers PLC,Magnora ASA,Amer Sports Oyj,Petroleum Geo-Services ASA,TGS NOPEC Geophysical Co ASA,Hunting PLC,Permanent TSB Group Holdings PLC,SBM Offshore NV,Oxurion NV,Bank of Ireland Group PLC,Arcandor AG,K+S AG,Ultra Electronics Holdings PLC,Porsche Automobil Holding SE,Abengoa SA,Strabag SE,Volkswagen AG.1,Equinor ASA,Old Mutual PLC,Bekaert SA,Banca Piccolo Credito Valtellinese Scarl,Kemira OYJ,0.024147071595154015
2018-01-25,Seadrill Ltd/old,Banca Carige SpA,Provident Financial PLC,Evotec AG,Banca Monte dei Paschi di Siena SpA,Steinhoff International Holdings NV,CGG SA,Ablynx NV,Saipem SpA,Nyrstar NV,Pharol SGPS SA,Prosafe SE,Stolt-Nielsen Ltd,Fugro NV,Oxurion NV,Leonardo SpA,Serco Group PLC,Subsea 7 SA,Vallourec SA,Bourbon Corp,Dialog Semiconductor PLC,KUKA AG,Titan Cement Co SA,Banco Comercial Portugues SA,Dixons Carphone PLC,Volkswagen AG,Gemalto NV.1,CD Projekt SA,Abengoa SA,Magnora ASA,Seat Pagine Gialle SpA,Public Power Corp SA,Arcandor AG,Tecnicas Reunidas SA,Permanent TSB Group Holdings PLC,Petroleum Geo-Services ASA,Norsk Hydro ASA,Metsa Board OYJ,Tullow Oil PLC,OCI NV,TGS NOPEC Geophysical Co ASA,Petrofac Ltd,Mitchells & Butlers PLC,Porsche Automobil Holding SE,TechnipFMC PLC,K+S AG,Norske Skogindustrier ASA,Amec Foster Wheeler Ltd,Volkswagen AG.1,Kemira OYJ,Strabag SE,Amer Sports Oyj,John Wood Group PLC,Bank of Ireland Group PLC,CECONOMY AG,Bekaert SA,Soco International PLC,QinetiQ Group PLC,SBM Offshore NV,Vedanta Resources PLC,0.010876529674797911
2018-02-05,Seadrill Ltd/old,Banca Carige SpA,Provident Financial PLC,Banca Monte dei Paschi di Siena SpA,Steinhoff International Holdings NV,Evotec AG,Ablynx NV,Saipem SpA,Nyrstar NV,Oxurion NV,Stolt-Nielsen Ltd,Pharol SGPS SA,Fugro NV,Prosafe SE,Arcandor AG,Leonardo SpA,Serco Group PLC,Dixons Carphone PLC,Subsea 7 SA,Banco Comercial Portugues SA,Vallourec SA,CGG SA,Norske Skogindustrier ASA,Gemalto NV.1,Titan Cement Co SA,Public Power Corp SA,KUKA AG,Dialog Semiconductor PLC,Petroleum Geo-Services ASA,Tecnicas Reunidas SA,Bourbon Corp,Magnora ASA,Seat Pagine Gialle SpA,Volkswagen AG,Metsa Board OYJ,Norsk Hydro ASA,CD Projekt SA,Strabag SE,TGS NOPEC Geophysical Co ASA,Volkswagen AG.1,OCI NV,Kemira OYJ,K+S AG,Permanent TSB Group Holdings PLC,Porsche Automobil Holding SE,Amer Sports Oyj,TechnipFMC PLC,Tullow Oil PLC,Mitchells & Butlers PLC,Abengoa SA,John Wood Group PLC,QinetiQ Group PLC,Bank of Ireland Group PLC,Soco International PLC,Aker Solutions ASA,Pagegroup PLC,Orion Oyj,Amec Foster Wheeler Ltd,Old Mutual PLC,CECONOMY AG,-0.07317581490157793
